Count_CD205_WT2_1,Count_Cells,Crop_AreaRetainedAfterCropping_CropBlue,Crop_OriginalImageArea_CropBlue,ExecutionTime_01LoadImages,ExecutionTime_02IdentifyObjectsManually,ExecutionTime_03Crop,ExecutionTime_04IdentifyPrimaryObjects,FileName_CD25,Group_Index,Group_Number,ImageNumber,MD5Digest_CD25,ModuleError_01LoadImages,ModuleError_02IdentifyObjectsManually,ModuleError_03Crop,ModuleError_04IdentifyPrimaryObjects,PathName_CD25,Scaling_CD25,Threshold_FinalThreshold_CD205_WT2_1,Threshold_OrigThreshold_CD205_WT2_1,Threshold_SumOfEntropies_CD205_WT2_1,Threshold_WeightedVariance_CD205_WT2_1
8989.0,1.0,6162501,8172168,4.546875,58.890625,0.671875,81.34375,CD205_WT2_1a.jpg,1,1,1,d07c02a125015d42b65c618e8379f575,0,0,0,0,E:\Desktop\Mary\DATA3\WT2\111914_CD11cPDGFRbCD205_1\Channel4_CD205,255,0.210577214639,0.2,-11.8894891922,3.74969807583
