Count_PDGFRb_WT2_2,Count_Section,Crop_AreaRetainedAfterCropping_P63Crop,Crop_OriginalImageArea_P63Crop,ExecutionTime_01LoadImages,ExecutionTime_02IdentifyObjectsManually,ExecutionTime_03Crop,ExecutionTime_04IdentifyPrimaryObjects,FileName_P63,Group_Index,Group_Number,ImageNumber,MD5Digest_P63,ModuleError_01LoadImages,ModuleError_02IdentifyObjectsManually,ModuleError_03Crop,ModuleError_04IdentifyPrimaryObjects,PathName_P63,Scaling_P63,Threshold_FinalThreshold_PDGFRb_WT2_2,Threshold_OrigThreshold_PDGFRb_WT2_2,Threshold_SumOfEntropies_PDGFRb_WT2_2,Threshold_WeightedVariance_PDGFRb_WT2_2
8331.0,1.0,5333393,8549820,5.046875,68.671875,0.84375,39.8125,PDGFRb_WT2_2a.jpg,1,1,1,b99cd1fd975d2af67df3552bcb5fa9c3,0,0,0,0,E:\Desktop\Mary\DATA3\WT2\111914_CD11cPDGFRbCD205_2\Channel3_PDGFRb,255,0.425307082488,0.1,-12.1201080519,1.28275112578
