Count_CD11c_WT2_2,Count_Section,Crop_AreaRetainedAfterCropping_P63Crop,Crop_OriginalImageArea_P63Crop,ExecutionTime_01LoadImages,ExecutionTime_02IdentifyObjectsManually,ExecutionTime_03Crop,ExecutionTime_04IdentifyPrimaryObjects,FileName_P63,Group_Index,Group_Number,ImageNumber,MD5Digest_P63,ModuleError_01LoadImages,ModuleError_02IdentifyObjectsManually,ModuleError_03Crop,ModuleError_04IdentifyPrimaryObjects,PathName_P63,Scaling_P63,Threshold_FinalThreshold_CD11c_WT2_2,Threshold_OrigThreshold_CD11c_WT2_2,Threshold_SumOfEntropies_CD11c_WT2_2,Threshold_WeightedVariance_CD11c_WT2_2
11710.0,1.0,4857703,8391084,4.734375,56.46875,0.9375,39.671875,CD11c_WT2_2a.jpg,1,1,1,169fbc7422ea83fbf97da7534db9dec9,0,0,0,0,E:\Desktop\Mary\DATA3\WT2\111914_CD11cPDGFRbCD205_2\Channel2_CD11c,255,0.469904841854,0.1,-12.2782897622,1.56028546311
