Count_PDGFRb_WT2_1,Count_Section,Crop_AreaRetainedAfterCropping_P63Crop,Crop_OriginalImageArea_P63Crop,ExecutionTime_01LoadImages,ExecutionTime_02IdentifyObjectsManually,ExecutionTime_03Crop,ExecutionTime_04IdentifyPrimaryObjects,FileName_P63,Group_Index,Group_Number,ImageNumber,MD5Digest_P63,ModuleError_01LoadImages,ModuleError_02IdentifyObjectsManually,ModuleError_03Crop,ModuleError_04IdentifyPrimaryObjects,PathName_P63,Scaling_P63,Threshold_FinalThreshold_PDGFRb_WT2_1,Threshold_OrigThreshold_PDGFRb_WT2_1,Threshold_SumOfEntropies_PDGFRb_WT2_1,Threshold_WeightedVariance_PDGFRb_WT2_1
11797.0,1.0,5430698,8052109,4.765625,72.0625,0.859375,51.546875,PDGFRb_WT2_1a.jpg,1,1,1,8e5ac920fbb74e6ba032c4aceef66f05,0,0,0,0,E:\Desktop\Mary\DATA3\WT2\111914_CD11cPDGFRbCD205_1\Channel3_PDGFRb,255,0.390971110798,0.1,-12.4826210028,1.56565889988
