Count_CD11c_WT2_1,Count_Section,Crop_AreaRetainedAfterCropping_P63Crop,Crop_OriginalImageArea_P63Crop,ExecutionTime_01LoadImages,ExecutionTime_02IdentifyObjectsManually,ExecutionTime_03Crop,ExecutionTime_04IdentifyPrimaryObjects,FileName_P63,Group_Index,Group_Number,ImageNumber,MD5Digest_P63,ModuleError_01LoadImages,ModuleError_02IdentifyObjectsManually,ModuleError_03Crop,ModuleError_04IdentifyPrimaryObjects,PathName_P63,Scaling_P63,Threshold_FinalThreshold_CD11c_WT2_1,Threshold_OrigThreshold_CD11c_WT2_1,Threshold_SumOfEntropies_CD11c_WT2_1,Threshold_WeightedVariance_CD11c_WT2_1
16361.0,1.0,4764024,8357055,4.875,60.890625,0.828125,47.515625,CD11c_WT2_1a.jpg,1,1,1,faad0c979147f40ac5803df941bd5ce6,0,0,0,0,E:\Desktop\Mary\DATA3\WT2\111914_CD11cPDGFRbCD205_1\Channel2_CD11c,255,0.475236880695,0.1,-11.4708935159,0.828661357237
