Count_PDGFRb_WT2_3,Count_Section,Crop_AreaRetainedAfterCropping_P63Crop,Crop_OriginalImageArea_P63Crop,ExecutionTime_01LoadImages,ExecutionTime_02IdentifyObjectsManually,ExecutionTime_03Crop,ExecutionTime_04IdentifyPrimaryObjects,FileName_P63,Group_Index,Group_Number,ImageNumber,MD5Digest_P63,ModuleError_01LoadImages,ModuleError_02IdentifyObjectsManually,ModuleError_03Crop,ModuleError_04IdentifyPrimaryObjects,PathName_P63,Scaling_P63,Threshold_FinalThreshold_PDGFRb_WT2_3,Threshold_OrigThreshold_PDGFRb_WT2_3,Threshold_SumOfEntropies_PDGFRb_WT2_3,Threshold_WeightedVariance_PDGFRb_WT2_3
8255.0,1.0,5221826,9044478,5.0,71.296875,1.046875,53.71875,PDGFRb_WT2_3a.jpg,1,1,1,79b378cbfa680819d72146fecd9cff67,0,0,0,0,E:\Desktop\Mary\DATA3\WT2\111914_CD11cPDGFRbCD205_3\Channel3_PDGFRb,255,0.460015768738,0.1,-12.1814266723,1.31664963798
