X	Y
0	0
0	5143
5143	0
5143	5143
1158	195.5
1130.181818	269.7272727
1178.722222	297.1111111
1047.5	299.5
1150.222222	306.5
1179.575	331.925
1149.347826	345.5217391
1132.090909	346.1818182
1025.181818	355.8181818
1145.833333	358.5416667
1188.172414	358.8275862
1138.25	362.5625
1149.783784	361.7297297
1182.090909	384.3636364
1106.393939	389.030303
1164.380952	391.4285714
1101.692308	397.0384615
1118.772727	402.8636364
1078.457447	408.9468085
1119.631579	409.5789474
1149.791667	410.7083333
1114.678571	411.75
1145.342857	420.8857143
1147.407407	429.5185185
1003.241379	432.7931034
1022.5625	432.78125
1120.666667	433.4444444
1005.125	437.125
1094.793103	436.7586207
1083.5	440.5
1015.111111	446.5185185
1178.947368	450.6315789
1129.363636	459.9090909
1142.142857	460
1159.709677	464.4516129
1044.214286	473.1785714
1013.5	475.2142857
1151.366667	479.6333333
1052.5	480.7142857
985.6666667	493.3333333
1167.253731	495.0746269
1023.5	499
1152.923077	498.6923077
1045.636364	501.0909091
1087.551724	503.3103448
1187.5	504
1043.5	507.5
1132.826087	507
1097.578947	508.1052632
1138.92	508.44
1142.636364	509.5454545
1174.666667	510.2592593
979.9130435	518.6956522
1110.633333	519.3666667
1138.346154	522.8461538
1115.05	523.75
1253	524
973.4736842	531.6315789
1091.352941	534.9117647
1056.8	536
1105.806452	537.0967742
1055.5	541.2307692
995.1764706	542.1764706
1234.8	542
1144.4	545.4
981.8823529	549.5882353
1067.076923	553.3076923
1180.555556	553.4074074
1074.090909	556.4242424
1014.222222	563.5
1040.5	565
979.9259259	571.5925926
1121.030303	581.5757576
989.0555556	582.7222222
1074.806452	590.7419355
1092.875	591.3333333
989.2666667	592.3666667
1052.833333	594.6333333
1017.888889	596.7777778
987.5	598.75
997.5	605.7105263
1050.666667	606.875
1000.333333	613.4666667
1056.971429	628.8857143
872.4193548	648.4516129
909.9655172	652.5517241
1008.096774	660.4516129
947.1621622	663.9189189
1033.04	665.6
960.3448276	673.2758621
915	675.5
886.0384615	676.6153846
898.0882353	677.6470588
881.4821429	682.5714286
894.3333333	682.3888889
939.7	685.65
955.9285714	687.7142857
912.6363636	691.9393939
977.6315789	692.4736842
893.4166667	695.3333333
992.2	699.6
969.5	701.1666667
847.9333333	702.0666667
919.6315789	701.2631579
719.5	707.5
819.0769231	709.6923077
826.5	721
752.5	723.5
798.6470588	722.7647059
953.6666667	725.2380952
773.7333333	725.3333333
739.3684211	730.4210526
967.2307692	749.8461538
1045.666667	752.875
1118.878788	753.1818182
1147.5	763.5
1044.678571	790
1095	790.173913
1005.68	804.88
975.2	809.7333333
937.5	818.5
1030	826.8
989.1351351	828.0810811
1020.3125	836.5625
938.9722222	841.6388889
1064.424242	841.4242424
993.8461538	847.3846154
1073	862.5
919.5	866.8823529
1141.105263	866.4210526
996.68	867.88
1063.642857	866.5714286
1064.852941	870.7941176
915.9047619	877.5714286
1317.315789	877.8421053
933.5277778	883.1388889
922.6363636	882.9090909
1070.333333	883.5
924.3333333	887.8
972.5	890.9166667
980.6428571	890.4285714
948.4583333	891.5833333
1053.5	893.5
1064.631579	893.5263158
1014.56	893.68
928.2142857	899.5
970.8064516	905.0322581
946.08	906.8
986.4210526	906.8947368
973.5384615	909.1538462
944.9705882	911.4705882
1034.142857	911.8095238
995.6	927.4
1127.846154	932
1104.666667	939.5
940.5	945.8
1042.5	949.2857143
990.1578947	958.1578947
944.2777778	958.8333333
1101.692308	961.5
1110.142857	965.8095238
1132.222222	971.5
1095.757576	981.6666667
997.6071429	983.1785714
633.1904762	989.0952381
993.4090909	993.4545455
989	1002
1048.727273	1003.5
948.5294118	1010.647059
1002.724138	1013.206897
655.7222222	1020.388889
1028.2	1019.76
1237.5	1023
1067.5	1024.285714
973	1025.666667
978.7272727	1026.181818
1043.058824	1026.235294
1106.428571	1031.904762
1141.909091	1036.090909
1043.5	1037.5
743.3333333	1039.333333
1034.777778	1045.5
1175	1047.678571
952.7083333	1049
1031.086957	1060.434783
1094.923077	1059.846154
747.5	1065
967.68	1068.76
1140.777778	1071.148148
1176.84375	1070.4375
739	1075.333333
1111.666667	1074.611111
1154.5	1075.5
1126.105263	1081.578947
743.75	1083.25
748.6	1083.5
719	1084.5
1096.6	1086.9
1115.5	1090.5
939.5	1095.833333
1099.5	1101.423077
988	1103.333333
979	1105.2
957.8148148	1107.407407
919.7142857	1108.5
935.4166667	1109.333333
1050.6	1108.6
998.3846154	1109.769231
1003.941176	1110.176471
1110.227273	1109.772727
949.2608696	1117.913043
1118.619048	1118.428571
1065.36	1119.6
925	1120.166667
1005.296296	1121.444444
927.84	1123.84
1010.914286	1124.542857
938.3666667	1130.366667
966.125	1130
1067.833333	1131.5
598.8888889	1137.166667
607.9142857	1137.171429
950.3461538	1138.269231
851	1139.5
1196.882353	1141.411765
1052.25	1141.625
1033.333333	1143.125
610.5	1144
1224.567568	1144.945946
999.9230769	1148.092308
973.25	1148.75
982.6956522	1152.782609
1181.34375	1151.71875
1191.913043	1154.565217
571.7777778	1155.5
1060.333333	1156.733333
976.6521739	1158.217391
1192.888889	1157.777778
932.36	1163.4
1220.333333	1162.875
1035.086957	1165.217391
590.59375	1166.5625
962.3636364	1166.545455
536.7826087	1166.695652
884.5	1167.777778
1238.633333	1167.133333
1260.5	1169.5
628.2142857	1175.785714
1164.454545	1176.181818
1268.5	1176.777778
518	1178.5
964.3548387	1180.193548
550.125	1188.458333
946.3333333	1189.142857
784.3333333	1189.888889
972.9	1189.95
989	1194.375
901.75	1195.25
1169.363636	1199.545455
1212.133333	1199.266667
944.8421053	1202.842105
1044.285714	1203.5
1074.357143	1204.214286
1182	1209.8
993.3125	1211.1875
668.9	1218.95
1038.5	1220.136364
732.75	1221.375
450.5833333	1238.291667
757.4210526	1239.894737
748.6363636	1257.090909
812.5652174	1260.913043
930.1	1264.95
728.7142857	1266.5
967.5	1266.307692
973.2	1267.45
734.1764706	1271.5
681	1275.5
766.2857143	1278.142857
698.6086957	1279.652174
676.9090909	1281.090909
910.9230769	1281.192308
769.6842105	1284.157895
810.8947368	1286
758.3529412	1291
529.4482759	1292.413793
630.2	1293.1
652.2222222	1293.5
715.5	1295.272727
812.3846154	1294.615385
916	1296.2
734.8636364	1298
744	1300
545.0434783	1300.913043
821.1666667	1304.722222
709.6	1308.166667
693.25	1311.15
773	1315.708333
677.25	1317
799	1321.2
770.3333333	1321.625
698.4	1322.92
590.9	1324.05
586.4444444	1324.777778
548.5925926	1325.740741
715.08	1332.04
798.7096774	1331.806452
720.125	1334.25
